post_title,group_name,discovered,description,website,published
Vercity,karakurt,2022-12-11 09:34:34.455061,,,
Schrader-Pacific International,karakurt,2022-12-11 09:34:34.488827,,,
San Benito Consolidated Independent School District,karakurt,2022-12-11 09:34:34.522976,,,
Urban,karakurt,2022-12-11 09:34:34.556640,,,
The Summit,karakurt,2022-12-11 09:34:34.590217,,,
ipb Baggenstos Montagen,karakurt,2022-12-11 09:34:34.623835,,,
Medilife Hastanesi,karakurt,2022-12-11 09:34:34.657884,,,
Özel GözAkademi Hastanesi,karakurt,2022-12-11 09:34:34.691608,,,
Qualified Staffing,karakurt,2022-12-11 09:34:34.725174,,,
Davenport Community School,karakurt,2022-12-11 09:34:34.758863,,,
Metroclean,karakurt,2022-12-11 09:34:34.792477,,,
Bergamo Metal,karakurt,2022-12-11 09:34:34.826565,,,
APECQ,karakurt,2022-12-11 09:34:34.860302,,,
South Jersey Glass & Doors,karakurt,2022-12-11 09:34:34.893910,,,
Latitude 37,karakurt,2022-12-11 09:34:34.927574,,,
APSM Systems,karakurt,2022-12-11 09:34:34.961614,,,
KINSHOFER GmbH,karakurt,2022-12-11 09:34:34.995099,,,
Energy Transfer Durafin Tubes,karakurt,2022-12-11 09:34:35.028610,,,
Hiersun Jewelry Co Ltd,karakurt,2022-12-11 09:34:35.062265,,,
Infinitum,karakurt,2022-12-11 09:34:35.096361,,,
William A. Kibbe & Associates,karakurt,2022-12-11 09:34:35.130812,,,
Municipalidad de belen,karakurt,2022-12-11 15:57:19.557889,,,
REC Silicon,ransomexx,2022-12-11 18:00:51.783119,,,
Antwerpen,play,2022-12-11 23:02:06.159320,,,
Una Seguros,play,2022-12-11 23:50:13.087755,,,
2networkit,cuba,2022-12-12 09:25:57.839312,,,
amazing-global.com,lockbit3,2022-12-12 11:12:43.005050,,,
dof.ca.gov,lockbit3,2022-12-12 11:58:23.104756,,,
financierareyes.com.mx,lockbit3,2022-12-12 13:41:51.818861,,,
jieh.vn,lockbit3,2022-12-12 15:13:21.191792,,,
k-toko.com,lockbit3,2022-12-12 15:13:21.241201,,,
luxeprint.com.tw,lockbit3,2022-12-12 15:13:21.422145,,,
rkfoodland.com,lockbit3,2022-12-12 15:13:21.856838,,,
sentecgroup.com,lockbit3,2022-12-12 15:13:21.998652,,,
tdtu.edu.vn,lockbit3,2022-12-12 15:13:22.176631,,,
veolus.com,lockbit3,2022-12-12 15:13:22.320208,,,
*****a*** law,bianlian,2022-12-12 15:13:22.612035,,,
BRYCON Construction,bianlian,2022-12-12 15:13:22.774995,,,
Modular Mining Systems,bianlian,2022-12-12 15:13:22.834917,,,
Cetrogar,play,2022-12-13 02:24:58.608223,,,
VFS,play,2022-12-13 03:24:48.888590,,,
V3 Companies,alphv,2022-12-13 05:08:00.907166,"V3 Companies can be described in many ways: Most simply, we are a multidisciplinary firm offering civil engineering, contracting, environmental, planning, landscape architecture and surveying services. But that tells only a small piece of our story. We’re frequently asked, “What does ‘V3’ stand for?” … and the answer often surprises people. V3 represents an acronym for three Latin words – “Visio,” “Vertere,” “Virtute” or “The Vision to Transform with Excellence” – a statement of the aspirations we have for the growth of our employees, our service to our clients and the impact we have in our communities.",https://www.v3co.com,
Schnee Berger,alphv,2022-12-13 06:53:48.963209,"SCHNEEBERGER serves original equipment manufacturers operating (OEM) in various industries worldwide - from machine tool, solar technology and semiconductor technology to electrical engineering and medical engineering and others. Linear bearings, profiled linear guideways, measuring systems, gear racks, slides, positioning systems and mineral casting are all part of SCHNEEBERGER's .",https://schneeberger.com,
PARIC CORPORATION,alphv,2022-12-13 10:53:18.935198,"BUILDING EXCELLENCE TO MOVE OUR COMMUNITY FORWARD Since 1979 PARIC has focused on being one of the top General Contractors, Construction Manager and Design-Build firms in the region. As one of the largest privately held companies in the Midwest, PARIC prides itself on being involved in the community and in building lasting relationships leading to repeat clients.",https://www.paric.com/,
ITONCLOUD - LEAKED,ragnarlocker,2022-12-13 19:00:36.769804,,,
Pella,blackbasta,2022-12-13 21:02:37.455851,,,
Batesville Products,karakurt,2022-12-13 23:08:45.108328,,,
Ban Leong Technologies Ltd,mallox,2022-12-14 02:15:19.733041,,,
TEIJIN AUTOMOTIVE TECHNOLOGIES,alphv,2022-12-14 03:15:28.673053,,,
Petmate,blackbasta,2022-12-14 08:33:01.190476,,,
Expand Group,hive,2022-12-14 21:01:39.895735,,,
Mark-Taylor,hive,2022-12-14 22:57:16.227895,,,
mcft.com,lockbit3,2022-12-15 03:31:33.672981,,,
Bailey Cavalieri LLC,alphv,2022-12-15 04:57:17.036770,,,
Events DC,alphv,2022-12-15 13:14:57.479070,"Our tools make up a complete solution that streamlines the management of creatives and facilitates the entire process of recruitment, production, planning and billing of editorial advertising in its entirety.",https://eventsdc.com,
Universidade Catolica Portuguesa,vicesociety,2022-12-15 20:53:53.508352,,,
ZXP Technologies,bianlian,2022-12-15 23:13:36.148940,"ZXP Technologies provides blending, packaging and world wide distribution of premium, mineral oil based and synthetic lubricants, fuel treatments, antifreeze, automotive care, agricultural chemical and bulk powder products.",,
CIMT College,bianlian,2022-12-15 23:13:36.198969,,,
Aria systems,bianlian,2022-12-15 23:13:36.233262,,,
Emilio Sanchez American School,bianlian,2022-12-15 23:13:36.267641,,,
Eureka Casino Resort,bianlian,2022-12-15 23:13:36.310012,,,
Hci Systems Inc,bianlian,2022-12-15 23:13:36.381016,,,
Meisenkothen,bianlian,2022-12-15 23:13:36.693252,,,
Rudman,bianlian,2022-12-15 23:13:36.816986,,,
Gage Brothers,karakurt,2022-12-16 02:05:45.750238,,,
Leo Hamel Fine Jewelers,royal,2022-12-16 09:27:22.365123,,,
Vincent Fister,royal,2022-12-16 09:27:22.401826,,,
Adams-Friendship Area School District,royal,2022-12-16 09:27:22.436372,,,
Summit,royal,2022-12-16 09:27:22.471585,,,
PGT Innovations,royal,2022-12-16 09:27:22.505456,,,
Duplicator Sales & Service,royal,2022-12-16 09:27:22.539642,,,
Trussbilt LLC,royal,2022-12-16 09:27:22.574919,,,
Cates Control Systems,royal,2022-12-16 09:27:22.610140,,,
RMCLAW,royal,2022-12-16 09:27:22.644261,,,
Tubular Steel Inc,royal,2022-12-16 09:27:22.678443,"Tubular Steel Inc is a company that operates in the Mining & Metals industry. It employs 21-50 people and has $10M-$25M of revenue.Headquarters:285 Raleigh Ave, Scarborough, Ontario, M1K 1A5, Canada: (416) 261-9571: www.tubularsteel.ca: $19 MillionTubular Steel Inc. is a North American leader in precision welded steel tube production. Our culture of continuous improvement helps to maintain our leadership role as one of the most forward-thinking carbon steel tube manufacturers in North America.",,
Law Firm of Friedman + Bartoumian,royal,2022-12-16 09:27:22.712296,"Friedman & BartoumianCalifornia, United States · 43 EmployeesHeadquarters: 30401 Agoura Rd Ste 200, Agoura Hills, California, 91301, United States(818) 707-1488Facsimile: (818) 707-0490Tax Identification No. 95-4304462https://www.friedmanlawoffices.com/$10 MillionThe Law Firm of Friedman + Bartoumian offers a broad range of legal expertise. Our attorneys have earned the respect of other attorneys, judges and clients throughout California and the nation. In recognition of our legal ability and ethical standards, we have received a high rating from the Martindale-Hubbell organization, the most respected source of authoritative biographical information about members of the legal community worldwide.",,
McAndrews Law Offices,royal,2022-12-16 09:27:22.746271,"McAndrews Law Offices   Founded in 1983 and headquartered in Berwyn, Pennsylvania, McAndrews Law Firm is a legal representation firm. McAndrews Law Offices is a nationally recognized firm that is committed to providing families of Pennsylvania, Delaware, Maryland, the Metropolitan Washington, D.C. Area, and New Jersey with exceptional legal representation.   Since 1982, McAndrews Law Offices has provided exceptional representation on matters involving probate, estate planning, planning when a family member has a disability, special needs trusts, personal injury, guardianship, special education, public benefits for seniors, long-term medical care and elder law.",,
Virginia Farm Bureau,royal,2022-12-16 09:27:22.780380,"Virginia Farm Bureau is the largest non-profit agricultural advocacy organization in Virginia. With the support of our members, we help protect farming, agriculture, and the Virginia way of life.Virginia Farm Bureau Mutual Insurance Company was founded to protect the lives and livelihoods of Virginia's farmers. But today, we continue to offer the same reliable coverage to all Virginians.",,
Los Angeles Business Journal,royal,2022-12-16 09:27:22.814404,"The Los Angeles Business Journal, established in 1979, is a weekly newspaper and online news source in Los Angeles, California, which provides coverage of local business news. According to the Journal's website, it has a weekly print circulation of 24,000 and over 40,000 unique monthly website visitors. It is published each Monday.",,
M2S Electronics,royal,2022-12-16 09:27:22.849313,"At M2S Electronics, we are committed to improving the world around us and doing business the right way.The right way for our employees, for our suppliers and partners, for our customers and for the communities in which we live and work.M2S is partnering with manufacturers located in North America, offering electronic value-added subcontracting, designed to meet the customer’s expectations.In accordance with our values: Progress, Control and Harmony.",,
Cristal Controls,royal,2022-12-16 09:27:22.883255,"Cristal Controls manufactures energy management systems, low voltage lighting control systems, temperature controls, humidity controls, and automation electronic products for manufacturers, specialized distributors, and integrators. We design all our systems and provide the necessary product training.One of our main objectives is to ensure continued growth by delivering high-quality products within the specified deadline. We maintain close business relations with our customers by bringing them the appropriate solutions that truly fulfill their needs.﻿Cristal Controls, manufacturer of SCR and SSR power controllers, and of lighting control systems and energy management systems, was founded in Québec City in 1991. Since its creation, the company has maintained a solid and steady growth. Starting with only two employees and limited production capabilities, Cristal Controls’ team is now made up of almost 30 members, all working together for the success of your projects.With the years, we have gained a solid and considerable expertise in many lines of products, such as SCR and Triac modulating energy controllers, linear step controllers, BACnet’s energy management systems, low voltage lighting control systems, and automation systems.Cristal Controls collaborates with many major companies by providing them with high quality products as well as by developping for them customized solutions that meet their specific needs.",,
"Naulty, Scaricamazza and McDevitt, LLC",royal,2022-12-16 09:27:22.917488,"NaultyPennsylvania, United States · 56 Employees Headquarters: 1617 Jfk Blvd Ste 750, Philadelphia, Pennsylvania, 19103, United StatesPhone Number: (215) 568-5116Website: www.naulty.comRevenue: $14 MillionNaulty, Scaricamazza & McDevitt was founded in 1952 by the late John F. Naulty following his service as house counsel for two national insurance companies. He was then joined by Angelo L. Scaricamazza and Francis T. McDevitt. Angelo continued to practice law and lead the firm until his untimely passing on December 2, 2020. Francis remains a prominent attorney and leader. The firm has grown from small beginnings to being considered among the most active and respected firms in Pennsylvania, New Jersey and Delaware.Since it’s founding, our firm’s mission continues to be providing the highest level of representation while focusing on the individual needs of our clients. By thoroughly understanding and analyzing clients’ needs, we deliver tangible results that exceed their expectations. Our philosophy has earned us a strong reputation for superior counsel, cost-conscious litigation strategies and loyal clients.Our attorneys are all committed to providing our clients with diligent, aggressive and professionally responsible representation. Our firm’s self-insured clients consist of retail stores, shopping centers, manufacturing companies, trucking companies, and related governmental entities. On the insurance side, the firm has represented almost every type of business in existence.",,
Lamtec,royal,2022-12-16 09:27:22.951504,"Lamtec Corporation is a global supplier of insulation vapor retarders and facings to the leading manufacturers, laminators and fabricators of fiberglass, rockwool, foam board and tape. Our focus is the building products market, specifically the Metal Building, Duct Wrap, Duct Board, Pipe, Foam Board / Panel, Tape and OEM insulation segments.Lamtec's insulation vapor retarders and facings are engineered to protect insulation from physical abuse and the damaging effects of moisture. In addition, our facings are designed with proprietary flame retardant chemistry to assist you in meeting demanding fire codes and standards.Our technical resources are available to leverage their decades of insulation industry experience to assist you in solving your product and process challenges.For over 40 years, our philosophy has been simple, Design and manufacture the very best in laminated insulation facing / vapor retarders, offer them at competitive pricing, deliver them on time and follow-up with comprehensive technical support. Lamtec's 260,000 square foot facility is situated on a 45 acre site in Northeastern Pennsylvania, convenient to all New York metropolitan area ports and major North-South and East-West interstate highways.",,
The Keenan Agency Inc,royal,2022-12-16 09:27:22.985524,"The Keenan Agency IncHeadquarters:6805 Avery-muirfield Dr Ste 200, Dublin, Ohio, 43016, United StatesPhone Number:(614) 764-7000Revenue: $5 MillionThe Keenan Agency Inc is a leading independent insurance agency in Central Ohio, founded in 1938. As a leader, The Keenan Agency insures thousands of clients nationwide. We provide each client a comprehensive insurance and risk management program tailored to their unique needs.We take pride in our consultative approach; at The Keenan Agency we take the time to understand your changing insurance needs, and will put a personal insurance or business insurance program in place that will deliver economy, superior protection, and risk management assistance.",,
Q.E.P,royal,2022-12-16 09:27:23.019563,"QEP Co., Inc. was founded in 1979. The first QEP branded tiling product was a “Do-It-Yourself” Bathtub Edging Kit. In 1981, this Bathtub Edging Kit was picked up by a small 6 store “home improvement” chain called The Home Depot, quickly opening the doors of opportunity for QEP in the tile tool market. Over 30 years later, QEP has become an established and recognized brand, specializing in installation tools and accessories for tile, porcelain and natural stone. Today, QEP products could be found in all 50 of the States and in over 80 countries worldwide. We continually introduce new and innovative products that address the challenges of today’s market including our 900XT 10” Pro Tile Saw that won the Surfaces 2014 Best New Product Award.",,
"Company, LLC",bianlian,2022-12-16 09:31:15.860166,,,
Spa,bianlian,2022-12-16 11:01:19.832708,,,
Publicare,vicesociety,2022-12-16 13:15:39.528983,,,
Mol,royal,2022-12-16 14:58:14.057757,,,
JMicron,play,2022-12-16 17:02:21.666914,,,
Arsat,play,2022-12-16 19:08:03.649588,,,
University Institute of Technology of Paris,vicesociety,2022-12-17 08:53:49.317402,"The University Institute of Technology (IUT) of Paris - Rives de Seine welcomes 3,000 students each year from a wide variety of backgrounds, ranging from recent high school graduates, holders of a higher education diploma and students engaged in continuing education. All our students share a common goal founded on professionalization, academic innovation and educational quality.",,
Australian Real Estate Group Pty Ltd,bianlian,2022-12-17 15:53:57.555542,Australian Real Estate Group Pty Ltd is a company focused on all things real estate.,,
All Seasons Global Solutions,royal,2022-12-17 20:44:46.016352,,,
S??????????,play,2022-12-18 04:54:25.963860,,,
Conform,royal,2022-12-18 06:51:10.007759,,,
Creta Farm,play,2022-12-18 08:48:50.193221,"Athens, Greece",,
C???e????? ?????????????,play,2022-12-18 10:50:11.313587,,,
H-Hotels,play,2022-12-18 10:50:11.349663,,,
OPUS IT Services,play,2022-12-18 10:50:11.384517,,,
Bevolution Group,karakurt,2022-12-18 11:27:44.702629,,,
TLC,karakurt,2022-12-18 11:27:45.602664,"TLC is a global brand available in more than 84 million homes in the US and 270 million households around the world. Viewers can enjoy their favorite shows anytime, anywhere on discovery+, the definitive non-fiction, real-life subscription streaming service. A destination online, TLC offers in-depth fan sites and exclusive original video content. TLC is part of Discovery (NASDAQ: DISCA, DISCB, DISCK), reaching 3 billion cumulative viewers in more than 220 countries and territories to satisfy curiosity and captivate superfans with a portfolio of premium nonfiction, lifestyle, sports and kids content brands. In this case we will provide you with almost 1 TB of their scripts, videos, internal documentation, as well as personal information of employees and much more.",,
accuro.co.nz,lockbit3,2022-12-19 12:13:53.954614,"Accuro is a New Zealand-owned, not for profit insurer. We put our 30,000 members before financial gain. When you combine our quality products with fast claims turnaround and our knowledgeable customer service team, it’s no wonder we are New Zeala...",,
senateshj.com,lockbit3,2022-12-19 12:13:53.991218,"SenateSHJ helps include government, healthcare, journalism, media, marketing, business consulting, digital and social strategy management,as well as communication consulting. They help organizations solve their reputation, change, and engagement pr...",,
mercuryit.co.nz,lockbit3,2022-12-19 12:13:54.026259,"IT is a company that provides services in its field to many companies in New Zealand and Australia. Unfortunately, this company could not protect itself and its customers. As a result of our attack, more than 500 TB of customer data was encrypted...",,
businesscentral.org.nz,lockbit3,2022-12-19 13:15:04.951688,"We’re an organisation focused exclusively on businesses. Whether you’re looking for comprehensive employment advice and support, learning and development to help your business and people grow, help to find skilled staff, business mentors, succession...",,
rgvfirm.com,lockbit3,2022-12-19 14:59:21.294881,"Griffith Law Group is committed to the optimal resolution of all disputes in the most profitable, efficient and cost-effective way. When you contact our firm, we will work to develop a winning strategy tailored to your unique circumstances. This may...",,
womgroup.com,lockbit3,2022-12-19 16:47:44.197628,WOM India has a large staff of design engineers who take pride in innovation and continuous ongoing development of its products.The engineering staff takes an active interest not only in the design but also in the manufacturing and assembly activit...,,
agriobtentions.com,lockbit3,2022-12-19 16:47:44.237060,"Founded in 1983, Agri Obtentions, a subsidiary of INRAE, is an independent company specialised in creating and promoting varietal innovations.Agri Obtentions' values are sustainable agriculture and innovation.Agri Obtentions - a few key figures...",,
mayflowerdentalgroup.com,lockbit3,2022-12-19 16:47:44.272365,"At Mayflower Dental Group, we provide comprehensive care to all of our patients. We strive to ensure our patients have a thorough understanding of their dental health, and treatment options available to them, to keep their smile healthy.",,
jka.co.uk,lockbit3,2022-12-19 16:47:44.308961,Jackson Kent Associates started trading in July 1997 and since then have built up a loyal customer base through mainly recommendation. We are a small company that offers personal service and a high level of expertise.,,
Monte Cristalina S.A.,lockbit3,2022-12-19 16:47:44.364998,Monte Cristalina SA is a holding company headquartered in Sao Paulo.A Monte Cristalina é a controladora da Igarapava Participações S.A.,,
stmc.edu.hk,lockbit3,2022-12-19 16:47:44.405610,Sha Tin Methodist College,,
catalyst-group.co.nz,lockbit3,2022-12-19 16:47:44.446090,"We are a kiwi-owned, responsive and agile, multi-disciplinary design and construct firm offering a seamless end-to-end service or a tailored single service solution to suit your needs.Our business is built on strong client partnerships with local...",,
polyflor.co.nz,lockbit3,2022-12-19 16:47:44.498566,"POLYFLORAt Polyflor we believe that the products we choose can help us design for a better environment, both inside and out. Our collection of vinyl flooring, which is suitable for a variety of commercial and residential applications, makes a big...",,
MARK-TAYLOR,royal,2022-12-19 18:53:37.877318,"Mark-Taylor Companies is the leading developer, owner, and investment manager of Arizona's premier rental communities. Our mission is to create exceptional communities that invite, inspire, and feel like home. Because we function as a private developer, owner, and operator, our in-house team is able to maintain our high standards throughout every aspect of our business. Today, our diverse business lines as both a principal and service provider allow us to successfully adapt to trends within the real estate industry.",,
Sterling,blackbasta,2022-12-19 22:51:37.491786,"Sterling helps create people-first cultures built on a foundation of trust and safety.We understand that every employee and new hire contributes to the unique culture of your organization. That’s why our global background checks and identity services are differentiated by unrivaled client service and deep market expertise to help you make confident hiring decisions that strengthen your organization and culture.We believe that every hire is important, and we are committed to helping our clients hire with confidence, speed, and trust.SITE: https://www.sterlingcheck.com",,
The Exchange Bank,blackbasta,2022-12-19 22:51:37.528466,"The Exchange BankExchange Bank is a community bank offering personal and business banking services including mortgages, home loans and lines of credit and SBA loans.The Skiatook Bank, established in 1905, was the first bank in Skiatook. Later in 1905, the First Bank of Skiatook (actually the second) was established.In 1907, the Oklahoma Banking Company of Skiatook was founded, the second competitor of the Skiatook Bank.In 1911, the Skiatook Bank was adopted by the Federal Reserve Board and was renamed the First National Bank of Skiatook.In 1913 the Oklahoma Banking Company was also adopted by the Federal Reserve Board and was renamed the Oklahoma National Bank of SkiatookIn 1920 C.H. Cleveland, President of the First National Bank of Skiatook sold his stock in the bank to Ed Shackelford from Webbers Falls, OK.In 1929, The First National Bank of Skiatook and the Oklahoma National Bank of Skiatook merged and became the Oklahoma First National Bank of Skiatook.In 1930, the Oklahoma First National Bank of Skiatook was renamed The Exchange Bank.In 1952, The Exchange Bank’s new million-dollar building was opened at 220 S. Broadway.In 1972 a new building was built at the present location of 300 West Rogers Blvd on main Street.SITE: https://www.exb-ok.com",,
Jeppesen,blackbasta,2022-12-19 22:51:37.591489,"Jeppesen and aviation have evolved together more than 80 years.Aviation might not evolve as dramatically now as it did in 1934, but aviation technology continues to evolve at a breakneck pace. The map is never really drawn; instead, we’re always in the process of drawing it, with each iteration sharper in focus and more insightful. Our solutions are the result of truly understanding aviation and aviators. We don’t react to needs. We meet them proactively by partnering with you and leveraging our strong relationships with other leading aviation organizations.SITE: www.jeppesen.com",,
Keralty,ransomhouse,2022-12-19 23:19:52.709960,"We are a leading multinational health group committed to keeping communities healthy through our own Comprehensive Health Model, which is based on prevention, identification and management of health risks, and control and management of the disease and the dependency.",,
Stolle Machinery,hive,2022-12-20 02:13:11.164453,**** ALL BLUEPRINTS OF ALL PRODUCT LINES WILL BE AVAILABLE SOON **** Stolle is the world's leading supplier of two piece can and end-making machinery for the global canmaking industry. Our high speed machines can be found in can plants around the world performing the value-added functions of the canmaking process.,,
JAKKS Pacific Inc,hive,2022-12-20 03:17:29.170153,"JAKKS Pacific, Inc. is a multi-brand company that, since 1995, has been designing, developing, producing and marketing toys, leisure products and writing instruments for children and adults around the world. The company has become a top six U.S. player in the toys and leisure products sector through product development, licensing agreements and strategic acquisitions. We believe our growth strategy is unique and built upon a concentrated effort to spread earnings across all four quarters. We have accomplished that by expanding and 'counter-seasonalizing' our product lines, adding new retail outlets and leveraging our product development and merchandising expertise on products with staying power. About JAKKS Pacific, Inc. JAKKS Pacific, Inc. is a leading designer, manufacturer and marketer of toys and consumer products sold throughout the world, with its headquarters in Santa Monica, California. JAKKS Pacific’s popular proprietary brands include: Fly Wheels®, Perfectly Cute®, ReDo Skateboard Co.®, X Power Dozer®, Disguise®, Weee-Do™ and a wide range of entertainment-inspired products featuring premier licensed properties. Through JAKKS Cares, the company’s commitment to philanthropy, JAKKS is helping to make a positive impact on the lives of children. Visit us at www.jakks.com and follow us on Instagram (@jakkstoys), Twitter (@jakkstoys) and Facebook (JAKKS Pacific).",,
Xavier University of Louisiana,vicesociety,2022-12-20 10:54:31.522232,"Xavier University of Louisiana, founded by Saint Katharine Drexel and the Sisters of the Blessed Sacrament, is Catholic and historically Black. The ultimate purpose of the University is to contribute to the promotion of a more just and humane society by preparing its students to assume roles of leadership and service in a global society.",,
teknowsource.in,lockbit3,2022-12-20 10:54:32.528461,We are an organization helping our valued customers run their commercial operations in India.,,
Sae-a,cuba,2022-12-20 13:10:18.443266,"From yarn-production through its fabric mills that draw on in new innovation and technology, to retail operations in Korea, SAE-A has become one of the few apparel manufacturers capable of achieving complete vertical-integration of...",,
CR&R Environmental Services,vicesociety,2022-12-20 15:57:01.852357,"CR&R Incorporated is one of Southern California's most innovative and successful waste and recycling collection companies, serving more than 3 million people and over 25,000 businesses throughout Orange, Los Angeles, San Bernardino, Imperial and Riverside counties. In addition, we also have operations in Southern Arizona and Colorado.",,
Family Medicine CentersFMC Clinics,vicesociety,2022-12-20 15:57:03.067340,Family Medicine Centers are the area's leading provider of family medical care. Our board-certified physicians use the latest technology to provide your family with the highest level of care.,,
Consejo Superior de Investigaciones Cientificas,vicesociety,2022-12-20 15:57:03.109078,The Higher Council for Scientific Research (CSIC) is the largest public institution in Spain dedicated to scientific and technical research and one of the most prominent in the European Research Area.,,
San Luis Coastal Unified School District,vicesociety,2022-12-20 15:57:03.168315,"Small neighborhood schools are a hallmark of the District where students are educated from preschool through twelfth grade and a world-class adult school program offers unique, life-improving courses to thousands of community members.",,
Higher School of the Public Ministry of the Union,vicesociety,2022-12-20 15:57:03.317204,The mission of the ESMPU is to facilitate the continuous improvement of the members and servants of the Public Prosecutor's Office for an effective professional performance.,,
SparJames Hall & CompanyHeron and Brearley,vicesociety,2022-12-20 15:57:03.627609,"Heron & Brearley and its related group of companies is a major employer in the Isle of Man, as well as a leader in the Island's hospitality industry. From managed houses to convenience stores and forecourts we offer an impressive array of services to a diverse range of customers, both on-Island and in the UK.",,
Holy Family RC & CE College,vicesociety,2022-12-20 15:57:03.681212,"We are proud to be a joint faith college serving Catholic and Anglican young people here in Heywood. The message of Christ is at the very heart of the education we look to provide here at Holy Family instilling the values of Faith, Integrity, Compassion, Perseverance and Community in our young people.",,
Karl Bachl GmbH & Co.KG,vicesociety,2022-12-20 15:57:03.741921,"The small brickyard has now developed into a group of companies with over 2,700 employees at home and abroad. In addition to the German production sites, plants and trading branches are now operated in Austria, the Czech Republic, Hungary, Italy, Poland, Romania and Croatia.",,
Whitehouse Independent School District,vicesociety,2022-12-20 15:57:03.848462,"The mission of Whitehouse ISD, the standard of excellence, is to inspire and equip students through innovative and challenging opportunities.",,
Waikato District Health Board,vicesociety,2022-12-20 15:57:03.895146,The Waikato District Health Board is a district health board with the focus on providing healthcare to the Waikato region of New Zealand.,,
"Priority Building Services, LLC",vicesociety,2022-12-20 15:57:03.929777,Over three decades of combined experience in managing the janitorial maintenance programs of some of the most prominent Fortune 500 companies has made Priority Building Services one of the most experienced facility services firms in the industry.,,
Communications Solutions Company,vicesociety,2022-12-20 15:57:03.964342,"Ltd (CSC) is a Saudi Arabian Company based in Riyadh. CSC is a leading company in Telecommunication & Networking field services. CSC is accredited by STC, ACWA Power, MOFA, SEC, GASCO, Mobily, Zain, SWCC, KJO, Siemens, Nokia, Ericsson and Saudi Aramco.",,
JEALSA,vicesociety,2022-12-20 15:57:03.998998,Jealsa is a family business based in Galicia and founded in 1958 with its central headquarters located in Boiro (La CoruÃ±a â€“ Spain). We are dedicated to manufacturing and distribution of canned seafood and fish.,,
McNamara & Thiel Insurance Agency,vicesociety,2022-12-20 15:57:04.033657,"Established in 1974, McNamara & Thiel has been one of the leading full-service, independent agencies in Fond du Lac and the surrounding areas. Our combined experience of over 41 years focuses on service to our clients and community.",,
FREDERICK Public Schools,vicesociety,2022-12-20 15:57:04.068734,"Our Mission: To provide a caring and creative environment that promotes excellence, fosters integrity, and empowers, inspires, and encourages each student to reach his or her full academic, extracurricular, and social potential.",,
"City Of Huntsville, Texas",hive,2022-12-20 16:56:15.637037,Huntsville Texas is a city in the Texas Hill Country.,,
Dixons Allerton Academy,hive,2022-12-20 16:56:15.994019,"Dixons Allerton Academy (formerly Rhodesway Academy) is a coeducational all-through school and sixth form located in Allerton area of the City of Bradford, in the English county of West Yorkshire.",,
Innovative Education Management,hive,2022-12-20 16:56:16.243011,Innovative Education Management (IEM) has been successfully developing and operating California charter schools since 1998,,
North Idaho College,hive,2022-12-20 16:56:16.605570,"Founded in 1933, North Idaho College is a community college in Coeur d'Alene, Idaho.",,
Serena Hotels - Leaked,ragnarlocker,2022-12-20 16:52:26.623848,,,
Wrapex Industrial - Leaked,ragnarlocker,2022-12-20 21:02:14.984447,,,
Zehnders of Frankenmuth,royal,2022-12-20 21:00:01.847422,"ZEHNDER'S OF FRANKENMUTH - A FOUR-SEASON FAMILY VACATION DESTINATION - HOTEL, WATERPARK, DINING, SHOPPING & GOLFWelcome to Zehnder's and make yourself at home. This is your web window to our world famous, flagship restaurant Zehnder's of Frankenmuth, our championship golf course The Fortress, our unique shopping experience Zehnder's Marketplace and the aquatic excitement of Zehnder's Splash Village Hotel and Indoor waterpark. Eat, sleep, shop, and play in the Bavarian themed village of Frankenmuth, Michigan. Just 90 miles north of Detroit and voted best day trip in Michigan by Detroit News readers, Zehnder's and Frankenmuth is enjoyed by millions of people each year.",,
LIBERTY PULTRUSIONS,karakurt,2022-12-20 22:10:53.129405,"BauVal was founded in 1954 on the South Shore of Montreal and was first specialized in civil engineering and road systems. Now called Le Groupe Bau-Val inc. and encompassing all affiliated divisions and companies, the enterprise is truly setting itself as the leader in a plethora of sectors, such as managing civil engineering projects and complex structures, transforming aggregates, manufacturing concrete, building material and conventional and low-energy plant mix, as well as transportation and drilling & blasting. In this release we will show you 87 GB of their corporate data.",,
Interface,hive,2022-12-20 23:52:41.380314,"**** 30% OF THE DATA IS COMING SOON ****  Interface, Inc. is a global flooring company specializing in carbon neutral carpet tile and resilient flooring.  Stocks: NASDAQ: TILE Equity: IF6N.F, IF6N.BE, IF6N.HA",https://www.interface.com,
Ucar,unsafe,2022-12-21 12:45:06.717772, country: FR - revenue: 33.00M,https://ucar.fr,
Barakat Travel Co,unsafe,2022-12-21 12:45:06.753277, country: LB - revenue: 5.00M,https://barakattravel.com,
The Chedi Muscat,unsafe,2022-12-21 12:45:06.787923, country: OM - revenue: 28.00M,https://chedimuscat.com,
Whatcom County Library System,unsafe,2022-12-21 12:45:06.822873, country: US - revenue: 7.00M,https://wcls.org,
Dooly County School System,unsafe,2022-12-21 12:45:06.857662, country: US - revenue: 20.00M,https://dooly.k12.ga.us,
Wings Etc,unsafe,2022-12-21 12:45:06.892889, country: US - revenue: 145.00M,https://wingsetc.com,
Horwitz Horwitz & Associates,unsafe,2022-12-21 12:45:06.927619, country: US - revenue: 8.00M,https://www.horwitzlaw.com,
G.R. Sponaugle,unsafe,2022-12-21 12:45:06.962329, country: US - revenue: 22.00M,https://grsponaugle.com,
